Zip,City,State,Latitude,Longitude,Timezone,Daylight savings time flag,geopoint
56171,Sherburn,MN,43.660847,-94.74357,-6,1,43.660847
55302,Annandale,MN,45.246631,-94.11692,-6,1,45.246631
55992,Zumbrota,MN,44.297157,-92.68312,-6,1,44.297157
56517,Beltrami,MN,47.55171,-96.53492,-6,1,47.55171
56091,Waldorf,MN,43.930363,-93.69492,-6,1,43.930363
55125,Saint Paul,MN,44.921982,-92.94234,-6,1,44.921982
56039,Granada,MN,43.680519,-94.33773,-6,1,43.680519
56011,Belle Plaine,MN,44.616113,-93.76906,-6,1,44.616113
56522,Campbell,MN,46.130213,-96.40019,-6,1,46.130213
55381,Silver Lake,MN,44.904987,-94.18802,-6,1,44.904987
55723,Cook,MN,47.854987,-92.77077,-6,1,47.854987
55018,Dennison,MN,44.422975,-93.00089,-6,1,44.422975
55054,New Market,MN,44.571056,-93.354267,-6,1,44.571056
56127,Dunnell,MN,43.556667,-94.77432,-6,1,43.556667
55408,Minneapolis,MN,44.947515,-93.28742,-6,1,44.947515
56083,Sanborn,MN,44.21838,-95.13348,-6,1,44.21838
55953,Lyle,MN,43.519177,-92.96466,-6,1,43.519177
55592,Maple Plain,MN,45.200875,-93.888099,-6,1,45.200875
56477,Sebeka,MN,46.630023,-95.01222,-6,1,46.630023
55430,Minneapolis,MN,45.059265,-93.29977,-6,1,45.059265
55045,Lindstrom,MN,45.387281,-92.83551,-6,1,45.387281
56277,Olivia,MN,44.766441,-94.99624,-6,1,44.766441
55168,Saint Paul,MN,45.005902,-93.105869,-6,1,45.005902
55985,West Concord,MN,44.157166,-92.89357,-6,1,44.157166
56052,Kilkenny,MN,44.320314,-93.57071,-6,1,44.320314
55306,Burnsville,MN,44.732569,-93.28909,-6,1,44.732569
55341,Hanover,MN,45.15546,-93.66369,-6,1,45.15546
55470,Minneapolis,MN,45.015914,-93.47188,-6,1,45.015914
56528,Dent,MN,46.528138,-95.79661,-6,1,46.528138
55730,Grand Rapids,MN,47.087782,-93.921429,-6,1,47.087782
56710,Alvarado,MN,48.192532,-96.9986,-6,1,48.192532
55037,Hinckley,MN,46.008128,-92.79349,-6,1,46.008128
56381,Starbuck,MN,45.578335,-95.55201,-6,1,45.578335
55735,Finlayson,MN,46.250308,-93.04462,-6,1,46.250308
56279,Pennock,MN,45.200641,-95.17748,-6,1,45.200641
56750,Red Lake Falls,MN,47.886448,-96.29033,-6,1,47.886448
55038,Hugo,MN,45.161267,-92.99596,-6,1,45.161267
55080,Stanchfield,MN,45.651767,-93.21439,-6,1,45.651767
55144,Saint Paul,MN,45.005902,-93.105869,-6,1,45.005902
55447,Minneapolis,MN,45.003363,-93.49262,-6,1,45.003363
56088,Truman,MN,43.834331,-94.4436,-6,1,43.834331
56762,Warren,MN,48.195512,-96.74207,-6,1,48.195512
55070,Saint Francis,MN,45.395912,-93.37005,-6,1,45.395912
55369,Osseo,MN,45.120764,-93.43183,-6,1,45.120764
55988,Stockton,MN,44.025446,-91.77304,-6,1,44.025446
56565,Nashua,MN,46.040316,-96.31772,-6,1,46.040316
55803,Duluth,MN,46.972432,-92.10105,-6,1,46.972432
56073,New Ulm,MN,44.308395,-94.46149,-6,1,44.308395
56308,Alexandria,MN,45.88645,-95.38287,-6,1,45.88645
56003,Mankato,MN,44.184909,-94.04244,-6,1,44.184909
55557,Young America,MN,44.805487,-93.766524,-6,1,44.805487
55956,Mazeppa,MN,44.272368,-92.53501,-6,1,44.272368
56724,Gatzke,MN,48.445999,-95.74148,-6,1,48.445999
56452,Hackensack,MN,46.963355,-94.4646,-6,1,46.963355
56397,Saint Cloud,MN,45.52886,-94.593338,-6,1,45.52886
55114,Saint Paul,MN,44.964815,-93.19581,-6,1,44.964815
55065,Randolph,MN,44.534866,-93.02959,-6,1,44.534866
55327,Dayton,MN,45.217054,-93.47612,-6,1,45.217054
56465,Merrifield,MN,46.527729,-94.11071,-6,1,46.527729
56541,Flom,MN,47.325074,-96.469194,-6,1,47.325074
56751,Roseau,MN,48.817919,-95.75167,-6,1,48.817919
56174,Storden,MN,44.031366,-95.30674,-6,1,44.031366
56260,Maynard,MN,44.943885,-95.48031,-6,1,44.943885
56142,Ivanhoe,MN,44.476959,-96.23,-6,1,44.476959
55588,Monticello,MN,44.989512,-93.880245,-6,1,44.989512
56377,Sartell,MN,45.622966,-94.20959,-6,1,45.622966
56637,Talmoon,MN,47.611885,-93.83267,-6,1,47.611885
56055,Lake Crystal,MN,44.128212,-94.23883,-6,1,44.128212
56271,Murdock,MN,45.242264,-95.42422,-6,1,45.242264
56114,Avoca,MN,43.971169,-95.6128,-6,1,43.971169
55435,Minneapolis,MN,44.875614,-93.33487,-6,1,44.875614
56156,Luverne,MN,43.653947,-96.2303,-6,1,43.653947
56481,Verndale,MN,46.434002,-94.95748,-6,1,46.434002
55063,Pine City,MN,45.824236,-92.95813,-6,1,45.824236
56219,Browns Valley,MN,45.606998,-96.81833,-6,1,45.606998
55939,Harmony,MN,43.55123,-92.04994,-6,1,43.55123
56319,Carlos,MN,45.990781,-95.27033,-6,1,45.990781
56075,Northrop,MN,43.735594,-94.43584,-6,1,43.735594
56484,Walker,MN,47.099774,-94.53347,-6,1,47.099774
56164,Pipestone,MN,44.020814,-96.32473,-6,1,44.020814
56284,Renville,MN,44.783251,-95.20682,-6,1,44.783251
55603,Finland,MN,47.502703,-91.20122,-6,1,47.502703
55107,Saint Paul,MN,44.928315,-93.08876,-6,1,44.928315
55715,Buhl,MN,47.494762,-92.780293,-6,1,47.494762
55722,Coleraine,MN,47.285247,-93.43112,-6,1,47.285247
56227,Correll,MN,45.290863,-96.16888,-6,1,45.290863
56353,Milaca,MN,45.760191,-93.63247,-6,1,45.760191
56143,Jackson,MN,43.625811,-95.00447,-6,1,43.625811
56169,Russell,MN,44.319682,-95.98835,-6,1,44.319682
56267,Morris,MN,45.584124,-95.9092,-6,1,45.584124
56478,Nimrod,MN,46.605266,-94.900729,-6,1,46.605266
55331,Excelsior,MN,44.901368,-93.58278,-6,1,44.901368
55947,La Crescent,MN,43.829382,-91.33919,-6,1,43.829382
55164,Saint Paul,MN,44.990915,-93.106593,-6,1,44.990915
55184,Duluth,MN,46.837172,-92.202829,-6,1,46.837172
55355,Litchfield,MN,45.104473,-94.52868,-6,1,45.104473
55460,Minneapolis,MN,45.015914,-93.47188,-6,1,45.015914
56209,Atwater,MN,45.128657,-94.79069,-6,1,45.128657
56742,Oklee,MN,47.899103,-95.84846,-6,1,47.899103
55089,Welch,MN,44.586242,-92.70293,-6,1,44.586242
56623,Baudette,MN,48.663939,-94.54953,-6,1,48.663939
55026,Frontenac,MN,44.523212,-92.33216,-6,1,44.523212
56468,Nisswa,MN,46.501623,-94.28917,-6,1,46.501623
55808,Duluth,MN,46.674141,-92.2276,-6,1,46.674141
55389,Watkins,MN,45.291986,-94.43811,-6,1,45.291986
55931,Eitzen,MN,43.511822,-91.46635,-6,1,43.511822
56041,Hanska,MN,44.149047,-94.5238,-6,1,44.149047
55964,Plainview,MN,44.164431,-92.17048,-6,1,44.164431
56276,Odessa,MN,45.245844,-96.32641,-6,1,45.245844
56533,Elizabeth,MN,46.405807,-96.15831,-6,1,46.405807
55317,Chanhassen,MN,44.866236,-93.54487,-6,1,44.866236
55055,Newport,MN,44.871166,-93.00187,-6,1,44.871166
56676,Shevlin,MN,47.506665,-95.21527,-6,1,47.506665
55166,Saint Paul,MN,45.005902,-93.105869,-6,1,45.005902
55304,Andover,MN,45.254715,-93.28652,-6,1,45.254715
55422,Minneapolis,MN,45.014764,-93.33965,-6,1,45.014764
55328,Delano,MN,45.032489,-93.79591,-6,1,45.032489
55578,Maple Plain,MN,45.015914,-93.47188,-6,1,45.015914
55311,Osseo,MN,45.102133,-93.48757,-6,1,45.102133
55704,Askov,MN,46.22572,-92.76706,-6,1,46.22572
55436,Minneapolis,MN,44.903864,-93.37056,-6,1,44.903864
55029,Grandy,MN,45.642235,-93.201107,-6,1,45.642235
55441,Minneapolis,MN,45.001997,-93.42421,-6,1,45.001997
56131,Fulda,MN,43.861532,-95.59378,-6,1,43.861532
56270,Morton,MN,44.552749,-94.98994,-6,1,44.552749
55432,Minneapolis,MN,45.095674,-93.25336,-6,1,45.095674
55119,Saint Paul,MN,44.957315,-93.00616,-6,1,44.957315
55606,Hovland,MN,47.940908,-90.01705,-6,1,47.940908
56375,Saint Stephen,MN,45.702598,-94.27609,-6,1,45.702598
56543,Foxhome,MN,46.290371,-96.33238,-6,1,46.290371
55308,Becker,MN,45.426203,-93.85017,-6,1,45.426203
56585,Ulen,MN,47.087171,-96.24725,-6,1,47.087171
56659,Max,MN,47.64542,-94.05089,-6,1,47.64542
56722,Euclid,MN,47.970507,-96.66654,-6,1,47.970507
55591,Monticello,MN,45.200875,-93.888099,-6,1,45.200875
55955,Mantorville,MN,44.068344,-92.75616,-6,1,44.068344
56309,Ashby,MN,46.080287,-95.80539,-6,1,46.080287
56757,Stephen,MN,48.478075,-96.83465,-6,1,48.478075
55582,Monticello,MN,45.200875,-93.888099,-6,1,45.200875
56017,Cleveland,MN,44.304948,-93.80077,-6,1,44.304948
56150,Lakefield,MN,43.649239,-95.19501,-6,1,43.649239
56262,Milan,MN,45.113285,-95.86913,-6,1,45.113285
56550,Hendrum,MN,47.271427,-96.76456,-6,1,47.271427
55053,Nerstrand,MN,44.338132,-93.05543,-6,1,44.338132
55567,Young America,MN,44.805487,-93.766524,-6,1,44.805487
55169,Saint Paul,MN,45.005902,-93.105869,-6,1,45.005902
56683,Tenstrike,MN,47.690018,-94.71889,-6,1,47.690018
55910,Altura,MN,44.128262,-91.95965,-6,1,44.128262
56688,Wirt,MN,47.756467,-93.93298,-6,1,47.756467
56518,Bluffton,MN,46.467905,-95.25532,-6,1,46.467905
55394,Young America,MN,44.805487,-93.766524,-6,1,44.805487
55115,Saint Paul,MN,45.060048,-92.95762,-6,1,45.060048
56212,Bellingham,MN,45.140784,-96.32855,-6,1,45.140784
56515,Battle Lake,MN,46.284496,-95.70975,-6,1,46.284496
56082,Saint Peter,MN,44.337276,-93.99282,-6,1,44.337276
55005,Bethel,MN,45.395494,-93.23584,-6,1,45.395494
56282,Raymond,MN,45.028945,-95.22418,-6,1,45.028945
55801,Duluth,MN,47.005566,-92.001934,-6,1,47.005566
55571,Maple Plain,MN,45.015914,-93.47188,-6,1,45.015914
55454,Minneapolis,MN,44.969465,-93.24327,-6,1,44.969465
56650,Kelliher,MN,47.997931,-94.55748,-6,1,47.997931
55763,Makinen,MN,47.310374,-92.20091,-6,1,47.310374
56178,Tyler,MN,44.274909,-96.12408,-6,1,44.274909
56251,Kandiyohi,MN,45.133103,-94.91976,-6,1,45.133103
55272,Kroschel,MN,46.147161,-93.084687,-6,1,46.147161
55337,Burnsville,MN,44.770297,-93.27302,-6,1,44.770297
55478,Minneapolis,MN,45.015914,-93.47188,-6,1,45.015914
55749,Holyoke,MN,46.463827,-92.40766,-6,1,46.463827
56287,Seaforth,MN,44.475845,-95.32579,-6,1,44.475845
55006,Braham,MN,45.722,-93.19781,-6,1,45.722
55074,Shafer,MN,45.381784,-92.7278,-6,1,45.381784
55597,Loretto,MN,45.015914,-93.47188,-6,1,45.015914
55962,Peterson,MN,43.762272,-91.8453,-6,1,43.762272
56215,Benson,MN,45.317872,-95.57247,-6,1,45.317872
56047,Huntley,MN,43.738397,-94.228897,-6,1,43.738397
55585,Monticello,MN,45.200875,-93.888099,-6,1,45.200875
56360,Osakis,MN,45.884771,-95.10486,-6,1,45.884771
56538,Fergus Falls,MN,46.412413,-95.713452,-6,1,46.412413
56304,Saint Cloud,MN,45.547283,-94.11303,-6,1,45.547283
56511,Audubon,MN,46.863375,-95.99585,-6,1,46.863375
55007,Brook Park,MN,45.955831,-93.1044,-6,1,45.955831
55602,Brimson,MN,47.309443,-91.87839,-6,1,47.309443
56332,Garfield,MN,45.950306,-95.50754,-6,1,45.950306
55444,Minneapolis,MN,45.106065,-93.30461,-6,1,45.106065
55573,Young America,MN,45.015914,-93.47188,-6,1,45.015914
55721,Cohasset,MN,47.247648,-93.66491,-6,1,47.247648
56527,Deer Creek,MN,46.383585,-95.31644,-6,1,46.383585
55797,Wrenshall,MN,46.534005,-92.41983,-6,1,46.534005
56529,Dilworth,MN,46.878062,-96.70242,-6,1,46.878062
56629,Birchdale,MN,48.551313,-94.17684,-6,1,48.551313
56713,Argyle,MN,48.342579,-96.79448,-6,1,48.342579
56151,Lake Wilson,MN,44.015184,-95.91403,-6,1,44.015184
55396,Winthrop,MN,44.536882,-94.36811,-6,1,44.536882
56177,Trosky,MN,43.887295,-96.25132,-6,1,43.887295
55806,Duluth,MN,46.770773,-92.12718,-6,1,46.770773
56680,Spring Lake,MN,47.663689,-93.94631,-6,1,47.663689
55036,Henriette,MN,45.871294,-93.11852,-6,1,45.871294
56056,La Salle,MN,44.070204,-94.57143,-6,1,44.070204
55305,Hopkins,MN,44.953763,-93.43346,-6,1,44.953763
56436,Benedict,MN,47.143679,-94.68589,-6,1,47.143679
55405,Minneapolis,MN,44.971798,-93.30273,-6,1,44.971798
55587,Monticello,MN,45.200875,-93.888099,-6,1,45.200875
55902,Rochester,MN,43.991846,-92.49166,-6,1,43.991846
55969,Rollingstone,MN,44.079021,-91.84612,-6,1,44.079021
56223,Clarkfield,MN,44.761504,-95.8183,-6,1,44.761504
56162,Ormsby,MN,43.843264,-94.68446,-6,1,43.843264
56372,Saint Cloud,MN,45.52886,-94.593338,-6,1,45.52886
56679,South International Falls,MN,48.27888,-93.755536,-6,1,48.27888
55748,Hill City,MN,46.956138,-93.60042,-6,1,46.956138
56172,Slayton,MN,44.007631,-95.75803,-6,1,44.007631
56369,Rockville,MN,45.470635,-94.33862,-6,1,45.470635
55403,Minneapolis,MN,44.971765,-93.28557,-6,1,44.971765
55040,Isanti,MN,45.470239,-93.27947,-6,1,45.470239
55128,Saint Paul,MN,44.985792,-92.96532,-6,1,44.985792
56147,Kenneth,MN,43.750164,-96.06591,-6,1,43.750164
56446,Eagle Bend,MN,46.145445,-95.07071,-6,1,46.145445
56586,Underwood,MN,46.330985,-95.84679,-6,1,46.330985
55368,Norwood,MN,44.756883,-93.91666,-6,1,44.756883
56589,Waubun,MN,47.174775,-95.74517,-6,1,47.174775
55078,Stacy,MN,45.513447,-92.894239,-6,1,45.513447
56536,Felton,MN,47.050391,-96.53933,-6,1,47.050391
56651,Lengby,MN,47.465509,-95.64614,-6,1,47.465509
56208,Appleton,MN,45.228278,-96.00539,-6,1,45.228278
55376,Saint Michael,MN,45.20382,-93.67618,-6,1,45.20382
55786,Taconite,MN,47.314189,-93.38487,-6,1,47.314189
55608,Rosemount,MN,44.741484,-93.113155,-6,1,44.741484
56631,Bowstring,MN,47.087782,-93.921429,-6,1,47.087782
56663,Pennington,MN,47.464399,-94.44806,-6,1,47.464399
55121,Saint Paul,MN,44.844965,-93.14431,-6,1,44.844965
55334,Gaylord,MN,44.542729,-94.21773,-6,1,44.542729
56320,Cold Spring,MN,45.462728,-94.42511,-6,1,45.462728
56350,McGrath,MN,46.274325,-93.26096,-6,1,46.274325
56444,Deerwood,MN,46.438976,-93.89064,-6,1,46.438976
56672,Remer,MN,47.036967,-94.02951,-6,1,47.036967
56389,West Union,MN,45.799542,-95.08213,-6,1,45.799542
56475,Randall,MN,46.099545,-94.50864,-6,1,46.099545
55372,Prior Lake,MN,44.704646,-93.42139,-6,1,44.704646
55782,Soudan,MN,47.813694,-92.23977,-6,1,47.813694
55768,Mountain Iron,MN,47.502878,-92.66548,-6,1,47.502878
56239,Ghent,MN,44.515475,-95.89576,-6,1,44.515475
55728,Bigfork,MN,47.757041,-93.64059,-6,1,47.757041
55419,Minneapolis,MN,44.902414,-93.29012,-6,1,44.902414
56479,Staples,MN,46.380664,-94.80503,-6,1,46.380664
56385,Villard,MN,45.702767,-95.21433,-6,1,45.702767
55474,Minneapolis,MN,45.015914,-93.47188,-6,1,45.015914
55711,Brookston,MN,46.870672,-92.65082,-6,1,46.870672
56026,Ellendale,MN,43.884985,-93.2917,-6,1,43.884985
55087,Warsaw,MN,44.247889,-93.39305,-6,1,44.247889
55720,Cloquet,MN,46.727077,-92.48612,-6,1,46.727077
55963,Pine Island,MN,44.196932,-92.65482,-6,1,44.196932
56159,Mountain Lake,MN,43.942515,-94.93058,-6,1,43.942515
56701,Thief River Falls,MN,48.118625,-96.1793,-6,1,48.118625
55014,Circle Pines,MN,45.153516,-93.14463,-6,1,45.153516
55718,Carlton,MN,46.649697,-92.48477,-6,1,46.649697
55976,Stewartville,MN,43.862105,-92.49849,-6,1,43.862105
56006,Mankato,MN,44.056047,-94.069828,-6,1,44.056047
56292,Vesta,MN,44.501023,-95.45228,-6,1,44.501023
56594,Wolverton,MN,46.565562,-96.66702,-6,1,46.565562
55605,Grand Portage,MN,47.967442,-89.73735,-6,1,47.967442
55431,Minneapolis,MN,44.829564,-93.30982,-6,1,44.829564
55609,Knife River,MN,46.94939,-91.78525,-6,1,46.94939
56085,Sleepy Eye,MN,44.29717,-94.73426,-6,1,44.29717
55352,Jordan,MN,44.657463,-93.6133,-6,1,44.657463
55716,Calumet,MN,47.32211,-93.27581,-6,1,47.32211
56224,Clements,MN,44.375214,-95.06695,-6,1,44.375214
55407,Minneapolis,MN,44.934915,-93.25424,-6,1,44.934915
56176,Trimont,MN,43.771341,-94.72593,-6,1,43.771341
55415,Minneapolis,MN,44.973415,-93.25941,-6,1,44.973415
56442,Crosslake,MN,46.67066,-94.10686,-6,1,46.67066
55133,Saint Paul,MN,45.005902,-93.105869,-6,1,45.005902
55613,Schroeder,MN,47.651374,-90.95917,-6,1,47.651374
55105,Saint Paul,MN,44.934465,-93.16554,-6,1,44.934465
55409,Minneapolis,MN,44.924115,-93.28362,-6,1,44.924115
55559,Young America,MN,44.805487,-93.766524,-6,1,44.805487
56278,Ortonville,MN,45.335958,-96.40032,-6,1,45.335958
56288,Spicer,MN,45.238936,-94.95001,-6,1,45.238936
55446,Minneapolis,MN,45.039312,-93.47988,-6,1,45.039312
55752,Jacobson,MN,46.974237,-93.2632,-6,1,46.974237
56634,Clearbrook,MN,47.67265,-95.42809,-6,1,47.67265
55411,Minneapolis,MN,44.999165,-93.29823,-6,1,44.999165
55043,Lakeland,MN,44.9316,-92.77001,-6,1,44.9316
55111,Saint Paul,MN,44.882838,-93.200671,-6,1,44.882838
55957,Millville,MN,44.244633,-92.29074,-6,1,44.244633
56473,Pillager,MN,46.368605,-94.4846,-6,1,46.368605
55912,Austin,MN,43.671988,-92.97908,-6,1,43.671988
56643,Fleming,MN,46.631748,-93.515456,-6,1,46.631748
55750,Hoyt Lakes,MN,47.517269,-92.0706,-6,1,47.517269
55804,Duluth,MN,46.86242,-91.98342,-6,1,46.86242
56240,Graceville,MN,45.568463,-96.45916,-6,1,45.568463
55088,Webster,MN,44.541055,-93.38713,-6,1,44.541055
55358,Maple Lake,MN,45.244744,-94.00289,-6,1,45.244744
55945,Kellogg,MN,44.273406,-92.04934,-6,1,44.273406
55777,Virginia,MN,47.640367,-92.442797,-6,1,47.640367
55942,Homer,MN,44.019989,-91.68187,-6,1,44.019989
56576,Richville,MN,46.467527,-95.69675,-6,1,46.467527
56089,Twin Lakes,MN,43.563452,-93.42694,-6,1,43.563452
55307,Arlington,MN,44.613278,-94.10728,-6,1,44.613278
56065,Mapleton,MN,43.931415,-93.92866,-6,1,43.931415
56368,Richmond,MN,45.448703,-94.52597,-6,1,45.448703
56097,Wells,MN,43.731479,-93.71837,-6,1,43.731479
56741,Oak Island,MN,49.242285,-94.84003,-6,1,49.242285
56122,Chandler,MN,43.89707,-95.95855,-6,1,43.89707
56111,Alpha,MN,43.645226,-94.8715,-6,1,43.645226
55932,Elgin,MN,44.135053,-92.28314,-6,1,44.135053
55975,Spring Valley,MN,43.686356,-92.37242,-6,1,43.686356
55814,Duluth,MN,47.640367,-92.442797,-6,1,47.640367
55960,Oronoco,MN,44.152623,-92.53706,-6,1,44.152623
56382,Swanville,MN,45.904129,-94.62373,-6,1,45.904129
55968,Reads Landing,MN,44.340826,-92.282467,-6,1,44.340826
55145,Saint Paul,MN,45.005902,-93.105869,-6,1,45.005902
56575,Ponsford,MN,47.042394,-95.43451,-6,1,47.042394
55779,Saginaw,MN,46.908416,-92.44913,-6,1,46.908416
56657,Marcell,MN,47.578093,-93.62929,-6,1,47.578093
55113,Saint Paul,MN,45.011215,-93.15536,-6,1,45.011215
55583,Norwood,MN,44.805487,-93.766524,-6,1,44.805487
56566,Naytahwaush,MN,47.257131,-95.61749,-6,1,47.257131
56376,Saint Martin,MN,45.498506,-94.66271,-6,1,45.498506
56366,Bowstring,MN,47.572516,-93.899486,-6,1,47.572516
55731,Ely,MN,47.913365,-91.91712,-6,1,47.913365
56668,Ranier,MN,48.603143,-93.29771,-6,1,48.603143
56087,Springfield,MN,44.239384,-94.98313,-6,1,44.239384
55905,Rochester,MN,44.022513,-92.466826,-6,1,44.022513
55424,Minneapolis,MN,44.904414,-93.34045,-6,1,44.904414
55751,Iron,MN,47.405699,-92.63067,-6,1,47.405699
56285,Sacred Heart,MN,44.79624,-95.35045,-6,1,44.79624
56249,Holloway,MN,45.299531,-95.8996,-6,1,45.299531
56386,Wahkon,MN,46.114445,-93.51986,-6,1,46.114445
55732,Embarrass,MN,47.624206,-92.23909,-6,1,47.624206
56669,Ray,MN,48.443118,-93.14296,-6,1,48.443118
55738,Forbes,MN,47.296271,-92.65485,-6,1,47.296271
55324,Darwin,MN,45.057766,-94.40368,-6,1,45.057766
55398,Zimmerman,MN,45.455085,-93.57873,-6,1,45.455085
56029,Emmons,MN,43.516115,-93.51768,-6,1,43.516115
56619,Bemidji,MN,47.625699,-94.822154,-6,1,47.625699
55075,South Saint Paul,MN,44.887966,-93.04546,-6,1,44.887966
55031,Hampton,MN,44.607553,-92.98548,-6,1,44.607553
55316,Champlin,MN,45.170714,-93.38452,-6,1,45.170714
55479,Minneapolis,MN,45.015914,-93.47188,-6,1,45.015914
56431,Aitkin,MN,46.507241,-93.66458,-6,1,46.507241
56373,Royalton,MN,45.840565,-94.26434,-6,1,45.840565
55615,Tofte,MN,47.677189,-90.81276,-6,1,47.677189
55946,Kenyon,MN,44.268145,-92.9651,-6,1,44.268145
56574,Perley,MN,47.197932,-96.72953,-6,1,47.197932
55601,Beaver Bay,MN,47.258584,-91.29977,-6,1,47.258584
55607,Isabella,MN,47.664633,-91.52953,-6,1,47.664633
55083,Stillwater,MN,45.021016,-92.983726,-6,1,45.021016
55593,Maple Plain,MN,45.015914,-93.47188,-6,1,45.015914
56568,Nielsville,MN,47.53525,-96.78313,-6,1,47.53525
56022,Darfur,MN,44.049908,-94.83877,-6,1,44.049908
55923,Chatfield,MN,43.84113,-92.1606,-6,1,43.84113
