Zip,City,State,Latitude,Longitude,Timezone,Daylight savings time flag,geopoint
56062,Madelia,MN,44.045998,-94.4211,-6,1,44.045998
55760,Mcgregor,MN,46.67746,-93.28391,-6,1,46.67746
56338,Hillman,MN,46.035241,-93.9153,-6,1,46.035241
55676,Barnum,MN,46.471964,-92.687947,-6,1,46.471964
56343,Kensington,MN,45.795887,-95.66742,-6,1,45.795887
56547,Glyndon,MN,46.884481,-96.56301,-6,1,46.884481
55069,Rush City,MN,45.690784,-92.96843,-6,1,45.690784
55412,Minneapolis,MN,45.027715,-93.30337,-6,1,45.027715
56063,Madison Lake,MN,44.204121,-93.81923,-6,1,44.204121
55359,Maple Plain,MN,45.002212,-93.69319,-6,1,45.002212
56334,Glenwood,MN,45.609555,-95.35104,-6,1,45.609555
56587,Vergas,MN,46.64246,-95.83042,-6,1,46.64246
56628,Bigfork,MN,47.667203,-93.58773,-6,1,47.667203
55392,Navarre,MN,45.015914,-93.47188,-6,1,45.015914
56019,Comfrey,MN,44.11754,-94.88998,-6,1,44.11754
56573,Perham,MN,46.607429,-95.55911,-6,1,46.607429
56712,Angus,MN,48.071847,-96.74918,-6,1,48.071847
55936,Grand Meadow,MN,43.715085,-92.57812,-6,1,43.715085
56140,Ihlen,MN,43.907841,-96.36802,-6,1,43.907841
56523,Climax,MN,47.651391,-96.80408,-6,1,47.651391
56185,Wilmont,MN,43.783453,-95.82563,-6,1,43.783453
56434,Aldrich,MN,46.376819,-94.93781,-6,1,46.376819
56460,Itasca,MN,47.239049,-95.265379,-6,1,47.239049
55116,Saint Paul,MN,44.913815,-93.17459,-6,1,44.913815
55933,Elkton,MN,43.65099,-92.70596,-6,1,43.65099
56333,Gilman,MN,45.691714,-94.05629,-6,1,45.691714
55378,Savage,MN,44.761796,-93.3722,-6,1,44.761796
55941,Hokah,MN,43.756567,-91.36126,-6,1,43.756567
56754,Saint Hilaire,MN,48.011365,-96.20491,-6,1,48.011365
56721,East Grand Forks,MN,47.956458,-96.98774,-6,1,47.956458
56395,Saint Cloud,MN,45.52886,-94.593338,-6,1,45.52886
56736,Mentor,MN,47.702366,-96.1539,-6,1,47.702366
56396,Saint Cloud,MN,45.52886,-94.593338,-6,1,45.52886
55336,Glencoe,MN,44.773886,-94.17294,-6,1,44.773886
55079,Stacy,MN,45.403157,-93.02829,-6,1,45.403157
56711,Angle Inlet,MN,49.342144,-95.03571,-6,1,49.342144
56583,Tintah,MN,46.014161,-96.40019,-6,1,46.014161
56074,Nicollet,MN,44.331757,-94.19561,-6,1,44.331757
56126,Graham Lakes,MN,43.820313,-95.523182,-6,1,43.820313
56621,Bagley,MN,47.436583,-95.41337,-6,1,47.436583
55347,Eden Prairie,MN,44.831413,-93.46031,-6,1,44.831413
56483,Wadena,MN,46.439079,-95.137497,-6,1,46.439079
56030,Essig,MN,44.325833,-94.605226,-6,1,44.325833
56644,Gonvick,MN,47.755904,-95.5078,-6,1,47.755904
55778,Clark,MN,46.626514,-93.133317,-6,1,46.626514
55325,Dassel,MN,45.091115,-94.31758,-6,1,45.091115
55330,Elk River,MN,45.317152,-93.58117,-6,1,45.317152
55427,Minneapolis,MN,45.006764,-93.38223,-6,1,45.006764
55003,Bayport,MN,45.017767,-92.78039,-6,1,45.017767
55565,Monticello,MN,45.200875,-93.888099,-6,1,45.200875
56175,Tracy,MN,44.260625,-95.62371,-6,1,44.260625
56535,Erskine,MN,47.666426,-96.03701,-6,1,47.666426
56744,Oslo,MN,48.233942,-97.11882,-6,1,48.233942
55952,Lewiston,MN,43.959148,-91.84932,-6,1,43.959148
56060,Lewisville,MN,43.930032,-94.43935,-6,1,43.930032
55734,Eveleth,MN,47.4211,-92.51331,-6,1,47.4211
55710,Britt,MN,47.655096,-92.66189,-6,1,47.655096
56323,Cyrus,MN,45.63381,-95.72642,-6,1,45.63381
55448,Minneapolis,MN,45.186232,-93.29635,-6,1,45.186232
55973,Sargeant,MN,43.797677,-92.7799,-6,1,43.797677
56045,Hollandale,MN,43.762109,-93.18959,-6,1,43.762109
55052,Morristown,MN,44.232811,-93.43992,-6,1,44.232811
55309,Big Lake,MN,45.358004,-93.74294,-6,1,45.358004
55944,Kasson,MN,44.035512,-92.75013,-6,1,44.035512
55979,Utica,MN,43.93422,-91.95325,-6,1,43.93422
56146,Kanaranzi,MN,43.674883,-96.252794,-6,1,43.674883
56314,Bowlus,MN,45.814436,-94.42539,-6,1,45.814436
56590,Wendell,MN,46.033624,-96.13988,-6,1,46.033624
55032,Harris,MN,45.586488,-93.01179,-6,1,45.586488
55757,Kettle River,MN,46.512349,-92.92803,-6,1,46.512349
56228,Cosmos,MN,44.933861,-94.67563,-6,1,44.933861
56137,Heron Lake,MN,43.826163,-95.34591,-6,1,43.826163
56069,Montgomery,MN,44.429956,-93.56982,-6,1,44.429956
55402,Minneapolis,MN,44.975565,-93.27053,-6,1,44.975565
55020,Elko,MN,44.571365,-93.36011,-6,1,44.571365
55421,Minneapolis,MN,45.050434,-93.25007,-6,1,45.050434
55920,Byron,MN,44.024835,-92.6388,-6,1,44.024835
55401,Minneapolis,MN,44.984615,-93.27137,-6,1,44.984615
56758,Strandquist,MN,48.472648,-96.5018,-6,1,48.472648
55030,Grasston,MN,45.842603,-93.11924,-6,1,45.842603
56466,Motley,MN,46.362398,-94.63849,-6,1,46.362398
56661,Northome,MN,47.821937,-94.18727,-6,1,47.821937
55106,Saint Paul,MN,44.967565,-93.05001,-6,1,44.967565
55343,Hopkins,MN,44.921599,-93.40857,-6,1,44.921599
56321,Collegeville,MN,45.578278,-94.419941,-6,1,45.578278
56296,Wheaton,MN,45.823795,-96.47706,-6,1,45.823795
56470,Park Rapids,MN,46.974221,-95.06581,-6,1,46.974221
56016,Clarks Grove,MN,43.764506,-93.33357,-6,1,43.764506
56461,Laporte,MN,47.260013,-94.84475,-6,1,47.260013
56510,Ada,MN,47.322444,-96.51915,-6,1,47.322444
56508,Lake Eunice,MN,46.732051,-95.997757,-6,1,46.732051
56601,Bemidji,MN,47.504496,-94.87105,-6,1,47.504496
56226,Clontarf,MN,45.409218,-95.69334,-6,1,45.409218
56567,New York Mills,MN,46.534993,-95.38106,-6,1,46.534993
55719,Chisholm,MN,47.509833,-92.87637,-6,1,47.509833
55374,Rogers,MN,45.197646,-93.57104,-6,1,45.197646
56678,Solway,MN,47.508863,-95.11397,-6,1,47.508863
55589,Monticello,MN,45.200875,-93.888099,-6,1,45.200875
56738,Newfolden,MN,48.348745,-96.32534,-6,1,48.348745
55377,Santiago,MN,45.540181,-93.815434,-6,1,45.540181
55784,Swan River,MN,47.061875,-93.20456,-6,1,47.061875
55572,Maple Plain,MN,45.015914,-93.47188,-6,1,45.015914
56556,Mcintosh,MN,47.656231,-95.88214,-6,1,47.656231
56218,Boyd,MN,44.838823,-95.94042,-6,1,44.838823
56363,Pease,MN,45.697362,-93.646503,-6,1,45.697362
56257,Marietta,MN,44.986761,-96.40968,-6,1,44.986761
55959,Minnesota City,MN,44.093056,-91.74422,-6,1,44.093056
55550,Young America,MN,44.805487,-93.766524,-6,1,44.805487
55071,Saint Paul Park,MN,44.835366,-92.99254,-6,1,44.835366
55108,Saint Paul,MN,44.982515,-93.17489,-6,1,44.982515
56561,Moorhead,MN,46.890034,-96.506156,-6,1,46.890034
56135,Powers,MN,46.829136,-94.430518,-6,1,46.829136
56447,Emily,MN,46.735697,-93.94205,-6,1,46.735697
55301,Albertville,MN,45.237867,-93.66261,-6,1,45.237867
56315,Brandon,MN,45.968739,-95.5942,-6,1,45.968739
55580,Monticello,MN,45.200875,-93.888099,-6,1,45.200875
55329,Eden Valley,MN,45.321197,-94.56778,-6,1,45.321197
56110,Adrian,MN,43.626278,-95.93973,-6,1,43.626278
56761,Wannaska,MN,48.609478,-95.6602,-6,1,48.609478
55155,Saint Paul,MN,44.952165,-93.095518,-6,1,44.952165
55612,Lutsen,MN,47.757804,-90.63836,-6,1,47.757804
55790,Tower,MN,47.825059,-92.3247,-6,1,47.825059
56244,Hancock,MN,45.488399,-95.78157,-6,1,45.488399
56562,Moorhead,MN,46.890034,-96.506156,-6,1,46.890034
56236,Dumont,MN,45.664974,-96.39608,-6,1,45.664974
56328,Flensburg,MN,45.953535,-94.52834,-6,1,45.953535
56187,Worthington,MN,43.623255,-95.59604,-6,1,43.623255
56357,Oak Park,MN,45.699995,-93.80256,-6,1,45.699995
56725,Goodridge,MN,48.128712,-95.82013,-6,1,48.128712
56398,Saint Cloud,MN,45.52886,-94.593338,-6,1,45.52886
55395,Winsted,MN,44.960829,-94.05525,-6,1,44.960829
56245,Hanley Falls,MN,44.690608,-95.65028,-6,1,44.690608
56551,Henning,MN,46.31855,-95.45375,-6,1,46.31855
55598,Loretto,MN,45.015914,-93.47188,-6,1,45.015914
55428,Minneapolis,MN,45.059997,-93.37702,-6,1,45.059997
56035,Geneva,MN,43.819798,-93.26713,-6,1,43.819798
56579,Rothsay,MN,46.459359,-96.34149,-6,1,46.459359
56243,Grove City,MN,45.168724,-94.68641,-6,1,45.168724
55009,Cannon Falls,MN,44.493575,-92.89402,-6,1,44.493575
55380,Silver Creek,MN,45.315823,-93.979766,-6,1,45.315823
56033,Frost,MN,43.579548,-93.93826,-6,1,43.579548
55795,Willow River,MN,46.317812,-92.84315,-6,1,46.317812
56570,Osage,MN,46.895156,-95.36174,-6,1,46.895156
55092,Wyoming,MN,45.329115,-93.06834,-6,1,45.329115
55706,Babbitt,MN,47.688083,-91.91856,-6,1,47.688083
56464,Menahga,MN,46.770167,-95.09659,-6,1,46.770167
56557,Mahnomen,MN,47.330624,-95.87672,-6,1,47.330624
55772,Nett Lake,MN,48.081686,-93.083438,-6,1,48.081686
55345,Minnetonka,MN,44.915413,-93.48443,-6,1,44.915413
56441,Crosby,MN,46.528094,-93.98055,-6,1,46.528094
56639,Effie,MN,47.852874,-93.50758,-6,1,47.852874
55366,New Auburn,MN,44.673454,-94.229311,-6,1,44.673454
56545,Gary,MN,47.363986,-96.2396,-6,1,47.363986
55991,Zumbro Falls,MN,44.24431,-92.41336,-6,1,44.24431
55124,Saint Paul,MN,44.743963,-93.20624,-6,1,44.743963
55486,Minneapolis,MN,45.015914,-93.47188,-6,1,45.015914
55488,Minneapolis,MN,45.015914,-93.47188,-6,1,45.015914
56084,Searles,MN,44.302893,-94.738827,-6,1,44.302893
56729,Halma,MN,48.655487,-96.59592,-6,1,48.655487
55379,Shakopee,MN,44.776138,-93.52556,-6,1,44.776138
55303,Anoka,MN,45.247509,-93.418,-6,1,45.247509
55922,Canton,MN,43.569417,-91.90736,-6,1,43.569417
56167,Round Lake,MN,43.536338,-95.38554,-6,1,43.536338
55175,Saint Paul,MN,45.005902,-93.105869,-6,1,45.005902
55312,Brownton,MN,44.723259,-94.33922,-6,1,44.723259
56649,International Falls,MN,48.579947,-93.38142,-6,1,48.579947
56748,Plummer,MN,47.915369,-96.02739,-6,1,47.915369
56294,Wanda,MN,44.317104,-95.21378,-6,1,44.317104
55484,Minneapolis,MN,45.015914,-93.47188,-6,1,45.015914
56458,Lake George,MN,47.206754,-94.97109,-6,1,47.206754
56474,Pine River,MN,46.718997,-94.38716,-6,1,46.718997
56549,Hawley,MN,46.864977,-96.30781,-6,1,46.864977
56166,Revere,MN,44.2127,-95.3633,-6,1,44.2127
55146,Saint Paul,MN,44.942656,-93.082793,-6,1,44.942656
55190,Saint Paul,MN,45.005902,-93.105869,-6,1,45.005902
55182,Saint Paul,MN,45.005902,-93.105869,-6,1,45.005902
55189,Saint Paul,MN,45.005902,-93.105869,-6,1,45.005902
56673,Roosevelt,MN,48.730013,-95.09004,-6,1,48.730013
55011,Cedar,MN,45.335128,-93.27434,-6,1,45.335128
55564,Young America,MN,44.805487,-93.766524,-6,1,44.805487
56036,Glenville,MN,43.550747,-93.21987,-6,1,43.550747
56144,Jasper,MN,43.854184,-96.39022,-6,1,43.854184
56667,Puposky,MN,47.750406,-94.91254,-6,1,47.750406
56044,Henderson,MN,44.555899,-93.95354,-6,1,44.555899
56655,Longville,MN,46.975876,-94.21508,-6,1,46.975876
55420,Minneapolis,MN,44.837964,-93.27657,-6,1,44.837964
55919,Brownsville,MN,43.664102,-91.29057,-6,1,43.664102
55982,Waltham,MN,43.82009,-92.87749,-6,1,43.82009
55090,Willernie,MN,45.054666,-92.95703,-6,1,45.054666
56554,Lake Park,MN,46.861527,-96.10974,-6,1,46.861527
55599,Loretto,MN,45.015914,-93.47188,-6,1,45.015914
55812,Duluth,MN,46.809438,-92.07319,-6,1,46.809438
55339,Hamburg,MN,44.730662,-93.9577,-6,1,44.730662
55977,Taopi,MN,43.550714,-92.65902,-6,1,43.550714
55769,Nashwauk,MN,47.406731,-93.1645,-6,1,47.406731
56116,Beaver Creek,MN,43.621142,-96.3866,-6,1,43.621142
55187,Saint Paul,MN,45.005902,-93.105869,-6,1,45.005902
55354,Lester Prairie,MN,44.881515,-94.05846,-6,1,44.881515
55472,Minneapolis,MN,45.015914,-93.47188,-6,1,45.015914
55570,Maple Plain,MN,45.015914,-93.47188,-6,1,45.015914
55387,Waconia,MN,44.849912,-93.78514,-6,1,44.849912
55965,Preston,MN,43.646355,-92.12329,-6,1,43.646355
55978,West Albany,MN,44.301714,-92.178277,-6,1,44.301714
55406,Minneapolis,MN,44.938615,-93.22082,-6,1,44.938615
55025,Forest Lake,MN,45.272117,-92.9911,-6,1,45.272117
56728,Hallock,MN,48.787016,-96.95434,-6,1,48.787016
55084,Taylors Falls,MN,45.424065,-92.68321,-6,1,45.424065
56734,Lake Bronson,MN,48.732852,-96.63392,-6,1,48.732852
55047,Marine On Saint Croix,MN,45.195606,-92.81649,-6,1,45.195606
55367,New Germany,MN,44.886776,-93.97154,-6,1,44.886776
56295,Watson,MN,45.024344,-95.82794,-6,1,45.024344
56160,Odin,MN,43.847252,-94.77124,-6,1,43.847252
56432,Acton,MN,45.910946,-94.633724,-6,1,45.910946
56437,Bertha,MN,46.252854,-95.06222,-6,1,46.252854
56469,Palisade,MN,46.702947,-93.5203,-6,1,46.702947
55360,Mayer,MN,44.909362,-93.89981,-6,1,44.909362
56301,Saint Cloud,MN,45.526066,-94.20649,-6,1,45.526066
56630,Blackduck,MN,47.722624,-94.5319,-6,1,47.722624
55433,Minneapolis,MN,45.163848,-93.3195,-6,1,45.163848
55927,Dodge Center,MN,44.026272,-92.86903,-6,1,44.026272
56157,Lynd,MN,44.396043,-95.92771,-6,1,44.396043
55584,Monticello,MN,45.200875,-93.888099,-6,1,45.200875
56002,Mankato,MN,44.056047,-94.069828,-6,1,44.056047
56139,Holland,MN,44.092188,-96.18168,-6,1,44.092188
55439,Minneapolis,MN,44.875997,-93.37021,-6,1,44.875997
56560,Moorhead,MN,46.861413,-96.75367,-6,1,46.861413
55399,Young America,MN,44.805487,-93.766524,-6,1,44.805487
56068,Minnesota Lake,MN,43.848573,-93.81718,-6,1,43.848573
56449,Fort Ripley,MN,46.166054,-94.29254,-6,1,46.166054
56735,Lancaster,MN,48.892011,-96.68027,-6,1,48.892011
55342,Hector,MN,44.74323,-94.72447,-6,1,44.74323
56170,Ruthton,MN,44.17521,-96.07363,-6,1,44.17521
55792,Virginia,MN,47.527383,-92.53371,-6,1,47.527383
56048,Janesville,MN,44.102188,-93.71255,-6,1,44.102188
56125,Dovray,MN,44.053323,-95.549899,-6,1,44.053323
56098,Winnebago,MN,43.764936,-94.18016,-6,1,43.764936
56552,Hitterdal,MN,46.988379,-96.23607,-6,1,46.988379
56121,Ceylon,MN,43.535662,-94.62877,-6,1,43.535662
56359,Onamia,MN,46.073505,-93.66983,-6,1,46.073505
55811,Duluth,MN,46.821489,-92.18242,-6,1,46.821489
56214,Belview,MN,44.59231,-95.33465,-6,1,44.59231
55076,Inver Grove Heights,MN,44.844833,-93.03528,-6,1,44.844833
55126,Saint Paul,MN,45.085643,-93.1353,-6,1,45.085643
56433,Akeley,MN,46.977161,-94.70512,-6,1,46.977161
56450,Garrison,MN,46.244818,-93.8155,-6,1,46.244818
56727,Grygla,MN,48.32162,-95.47515,-6,1,48.32162
55060,Owatonna,MN,44.07393,-93.22716,-6,1,44.07393
56207,Alberta,MN,45.532754,-96.06453,-6,1,45.532754
56626,Bena,MN,47.340327,-94.245,-6,1,47.340327
56448,Fifty Lakes,MN,46.747211,-94.07246,-6,1,46.747211
56662,Outing,MN,46.850438,-93.94081,-6,1,46.850438
56145,Jeffers,MN,44.057605,-95.18517,-6,1,44.057605
55987,Winona,MN,44.033867,-91.65106,-6,1,44.033867
55990,Wykoff,MN,43.714071,-92.26493,-6,1,43.714071
56367,Rice,MN,45.745266,-94.18176,-6,1,45.745266
56455,Ironton,MN,46.483523,-93.99978,-6,1,46.483523
55604,Grand Marais,MN,47.939037,-90.54659,-6,1,47.939037
55753,Keewatin,MN,47.39654,-93.07651,-6,1,47.39654
55110,Saint Paul,MN,45.081266,-93.01146,-6,1,45.081266
55013,Chisago City,MN,45.365164,-92.88864,-6,1,45.365164
55981,Wabasha,MN,44.374261,-92.04204,-6,1,44.374261
56051,Kiester,MN,43.535709,-93.71308,-6,1,43.535709
56117,Bigelow,MN,43.513198,-95.69138,-6,1,43.513198
56592,Winger,MN,47.530842,-96.00853,-6,1,47.530842
56572,Pelican Rapids,MN,46.608461,-96.0663,-6,1,46.608461
55950,Lansing,MN,43.743278,-92.96929,-6,1,43.743278
55579,Maple Plain,MN,45.015914,-93.47188,-6,1,45.015914
55077,Inver Grove Heights,MN,44.825391,-93.06893,-6,1,44.825391
55161,Saint Paul,MN,45.005902,-93.105869,-6,1,45.005902
55356,Long Lake,MN,44.985463,-93.58388,-6,1,44.985463
55390,Waverly,MN,45.066811,-93.97836,-6,1,45.066811
55918,Brownsdale,MN,43.743087,-92.86434,-6,1,43.743087
55118,Saint Paul,MN,44.903165,-93.10026,-6,1,44.903165
55747,Hibbing,MN,47.640367,-92.442797,-6,1,47.640367
55791,Twig,MN,47.640367,-92.442797,-6,1,47.640367
55554,Norwood,MN,44.805487,-93.766524,-6,1,44.805487
55024,Farmington,MN,44.649263,-93.15222,-6,1,44.649263
56714,Badger,MN,48.795471,-96.01816,-6,1,48.795471
55577,Maple Plain,MN,45.015914,-93.47188,-6,1,45.015914
55319,Clear Lake,MN,45.470068,-93.92956,-6,1,45.470068
55574,Maple Plain,MN,45.015914,-93.47188,-6,1,45.015914
56378,Sauk Centre,MN,45.729898,-94.97236,-6,1,45.729898
56654,Loman,MN,48.527572,-93.83554,-6,1,48.527572
56096,Waterville,MN,44.234274,-93.5884,-6,1,44.234274
56531,Elbow Lake,MN,45.990556,-95.96704,-6,1,45.990556
55393,Maple Plain,MN,45.200875,-93.888099,-6,1,45.200875
56336,Grey Eagle,MN,45.819474,-94.76247,-6,1,45.819474
56220,Canby,MN,44.725437,-96.2921,-6,1,44.725437
55042,Lake Elmo,MN,44.999023,-92.90939,-6,1,44.999023
55552,Young America,MN,44.805487,-93.766524,-6,1,44.805487
55925,Dakota,MN,43.910929,-91.39015,-6,1,43.910929
55949,Lanesboro,MN,43.70844,-91.95965,-6,1,43.70844
56057,Le Center,MN,44.393899,-93.72583,-6,1,44.393899
56241,Granite Falls,MN,44.794723,-95.56737,-6,1,44.794723
56101,Windom,MN,43.870469,-95.13275,-6,1,43.870469
56024,Eagle Lake,MN,44.153696,-93.86918,-6,1,44.153696
56540,Fertile,MN,47.557644,-96.26954,-6,1,47.557644
55165,Saint Paul,MN,45.005902,-93.105869,-6,1,45.005902
56291,Taunton,MN,44.598116,-96.06801,-6,1,44.598116
56168,Rushmore,MN,43.608503,-95.80946,-6,1,43.608503
55483,Minneapolis,MN,45.015914,-93.47188,-6,1,45.015914
56440,Clarissa,MN,46.129933,-94.95278,-6,1,46.129933
55970,Rose Creek,MN,43.599507,-92.83756,-6,1,43.599507
56037,Good Thunder,MN,44.017609,-94.05231,-6,1,44.017609
56149,Lake Benton,MN,44.268332,-96.30822,-6,1,44.268332
56230,Danube,MN,44.79129,-95.09671,-6,1,44.79129
55033,Hastings,MN,44.726517,-92.86147,-6,1,44.726517
55056,North Branch,MN,45.509818,-92.97816,-6,1,45.509818
55104,Saint Paul,MN,44.953665,-93.15922,-6,1,44.953665
55733,Esko,MN,46.708371,-92.36434,-6,1,46.708371
55566,Young America,MN,44.805487,-93.766524,-6,1,44.805487
56138,Hills,MN,43.529153,-96.36669,-6,1,43.529153
55974,Spring Grove,MN,43.57279,-91.65004,-6,1,43.57279
56201,Willmar,MN,45.118846,-95.04504,-6,1,45.118846
55109,Saint Paul,MN,45.010632,-93.01845,-6,1,45.010632
56671,Redlake,MN,47.871135,-95.14362,-6,1,47.871135
55705,Aurora,MN,47.45225,-92.24109,-6,1,47.45225
56361,Parkers Prairie,MN,46.156758,-95.33754,-6,1,46.156758
56513,Baker,MN,46.723274,-96.54727,-6,1,46.723274
55073,Scandia,MN,45.275771,-92.83001,-6,1,45.275771
56025,Easton,MN,43.764111,-93.90534,-6,1,43.764111
55335,Gibbon,MN,44.527707,-94.53092,-6,1,44.527707
55414,Minneapolis,MN,44.980379,-93.23003,-6,1,44.980379
55798,Wright,MN,46.723028,-92.96594,-6,1,46.723028
56136,Hendricks,MN,44.512114,-96.41157,-6,1,44.512114
55384,Spring Park,MN,44.936423,-93.62868,-6,1,44.936423
55429,Minneapolis,MN,45.064714,-93.34155,-6,1,45.064714
55021,Faribault,MN,44.29478,-93.28732,-6,1,44.29478
55340,Hamel,MN,45.07343,-93.56455,-6,1,45.07343
55775,Pengilly,MN,47.30797,-93.20693,-6,1,47.30797
56155,Lismore,MN,43.763442,-95.94459,-6,1,43.763442
56225,Clinton,MN,45.459383,-96.44694,-6,1,45.459383
55019,Dundas,MN,44.415567,-93.23269,-6,1,44.415567
56265,Montevideo,MN,44.985313,-95.7066,-6,1,44.985313
55413,Minneapolis,MN,44.997665,-93.24927,-6,1,44.997665
55365,Monticello,MN,45.200875,-93.888099,-6,1,45.200875
56482,Wadena,MN,46.447659,-95.14289,-6,1,46.447659
56593,Wolf Lake,MN,46.821648,-95.391968,-6,1,46.821648
56313,Bock,MN,45.785883,-93.55343,-6,1,45.785883
56521,Callaway,MN,47.015728,-95.87008,-6,1,47.015728
56371,Roscoe,MN,45.432316,-94.63552,-6,1,45.432316
55764,Marble,MN,47.319362,-93.30077,-6,1,47.319362
56054,Lafayette,MN,44.431776,-94.37742,-6,1,44.431776
56759,Strathcona,MN,48.565391,-96.07014,-6,1,48.565391
55177,Saint Paul,MN,45.005902,-93.105869,-6,1,45.005902
55357,Loretto,MN,45.088013,-93.65053,-6,1,45.088013
55363,Montrose,MN,45.046143,-93.92085,-6,1,45.046143
55364,Mound,MN,44.933712,-93.66038,-6,1,44.933712
55929,Dover,MN,43.975269,-92.14213,-6,1,43.975269
56255,Lucan,MN,44.397402,-95.42013,-6,1,44.397402
56310,Avon,MN,45.624705,-94.44973,-6,1,45.624705
56641,Federal Dam,MN,47.243893,-94.23203,-6,1,47.243893
